(INATIVAR) MARINGA - 1001
GPB/NPA - SALA 05 - UARM - 187112
GPB/NUPROC - SALA 04 - NUPROC - 187105
GPB - SALA 20 - DPF - 1871
GPB/NO - SALA 21 - NO - 187102
GPB/NUPROC - SALA 26 - NUPROC - 187105
GPB - SALA 29 - UIP - 1871
GPB/NAD - SALA 19 - 187111
GPB/NPA - SALA 07 - UPAS - 187112
GPB - SALA 22 - DPF - 1871
GPB - SALA 28 - 187102
GPB - SALA 35-B - 1871
GPB/NUPROC - SALA DEPÓSITO EXTERNO - 187105
GPB - SALA AUDITÓRIO - 1871
SL BENS NÃO LOCALIZADOS - NTI/SR/PR
DREX - AUDITÓRIO - 1846
DELINST - SALA 234 - 121704
PNG/NAD - SALA 010 - DEPÓSITO INFORMÁTICA - 1º ANDAR - 187403
DELEMIG - SALA 29 - 1847
DELECOR - SALA 287 - 184501
PNG - SALA 008 - UIP - 1º ANDAR - 1874
DELEARM - SALA 65A - 184601
COR - CP12 / ST13 - COPA 1º ANDAR - 1859
DELEARM - SALA 60A - 184601
NUCOR - SALA 175 - CHEFIA - 1861
NUPROC-DRPJ - SALA 182 - 121705
DELECOR - SALA 294 - 184501
NUAIN - SALA 186 - 185903
SETEC - SALA 143 - 1866
GPB/NAD - SALA 11 - NTI - 187111
DELECOR - SALA 292 - 184501
COR - SALA 173 - 1859
DRPJ - SALA 52 - 1217
DELEPAT - SALA 278 - 1218
(TRANSFERIDO DELEMIG) DELEFAZ - SALA 29 - 121702
MGA - SALA 140 - 184503
DELEMIG - SALA COPA 01 / ST 03 - TÉRREO - 1847
DMA - SALA 228-A - 121703
DREX - SALA 293 NUCAP - 1846
SETEC - SALA 159 - ELETRONICA - 1866
SELOG - CP31 - COPA 3º ANDAR - 1862
DRPJ - SALA 240 - SIGACRIM - 1217
DREX - SALA 201 GABINETE - 1846
BENS NÃO LOCALIZADOS 
DELEFAZ - SALA 252 - 121702
DELECOR - SALA 289 - 184501
NUDIS - SALA 108 - CHEFIA - 1860
COR - SALA 178 - ASSISTENTE - 1859
DELESP - SALA 68 - SECRETARIA - 1856
NUCOR - SALA 177 - 1861
DELECIBER - SALA 285 - 121706
PNG/NAD - SALA 004 - SAGUÃO E SALAS ANEXAS - TÉRREO - 187403
DREX - SALA 38 - GSD/GAT - 1846
DELEPAT - SALA 212 - 1218
DELESP - SALA 69 - 1856
SETEC - CONTAINERES HAUER - 1866
DREX - SALA 82A - SCDP - 1846
ST - NTI - SALA 40 SECRETARIA
GPB - RECEPÇÃO ENTRADA PRINCIPAL - 1871
SELOG - SALA 324 - CPL - 1862
DELECOR - SALA 290-A - 184501
DELEFAZ - COPA CP21 / ST21 - 121702
SETEC - SALA 136 - LOGISTICA - 1866
GPB - SALA SECRETARIA GABINETE - 1871
(INATIVAR) SL BENS NÃO LOCALIZADOS - NPAER/SR/PR
DELEMIG - SALA NPAER - AEROPORTO AFONSO PENNA - 1847
DMA - SALA 71 - 121703
DELEPREV - SALA 231 - 121701
DELECOR - SALA 235 - 184501
SETEC - SALA 146 - 1866
SR - SALA 313A - UCI - 1845
COR - SALA 180 - SECRETARIA - 1859
DELECOR - SALA 296 - 184501
DELEARM - SALA 56 - SALA DE ARMAS - 184601
DELEARM - SALA 54 - SINARM - 184601
COR - SALA 174 - 1859
NUCOR - SALA 181 - 1861
SETEC - SALA 157 - LABORATÓRIO INFORMÁTICA - 1866
DELECIBER - SALA 237 - 121706
DELEFAZ - SALA 272 - 121702
DRPJ - SALA 239 - 1217
DELEFAZ - SALA 228 - 121702
PNG/NEPOM - SALA CHEFE NEPOM - 187401
DELEPREV - SALA 260 - CHEFIA - 121701
SL ACADEMIA SUB SOLO (INATIVADO)
PNG/NEPOM - ALMOXARIFADO - 187401
SETEC - SALA 135 BALISTICA - 1866
SETEC - SALA 02 - 1866
DELECOR - SALA 209A - 184501
FICCO/DRPJ - SALA DPF/FIG/PR - 121709
SETEC - SALA 126 - 1866
SETEC - SALA 123 - 1866
SETEC - SALA 127 - 1866
DELEPAT - SALA 279 - 1218
DELESP - SALA 72 - 1856
SETEC - SALA 141 - 1866
PNG/NUPROC - SALA 017 - 1º ANDAR - 187404
DELEFAZ - SALA 216 - 121702
DELECOR - SALA 241 - DRE - 184501
SR - SALA 313B - CONFORMIDADE - 1845
DELEFAZ - SALA 216A - 121702
DELEPREV - SALA 249 - 121701
DELEARM - SALA 80 - 184601
DELINST - SALA 283 CHEFIA - 121704
SETEC - SALA 142 - 1866
PNG - ÁREA LAZER 3º ANDAR - 1874
NUPROC-DRPJ - DEPÓSITO S12 SUBSOLO - 121705
NUMAT - DEPÓSITO SUBSOLO - 1864
SETEC - SALA 122 - 1866
PNG/NAD - SALA 012 - LIMPEZA E MANUTENÇÃO - 1º ANDAR - 187403
SETEC - SALA 110 - 1866
SETEC - SALA 04 - 1866
SETEC - SALA 06 - 1866
DELECOR - SALA 209 - 184501
DELEFAZ - SALA 270 - 121702
SETEC - SALA 128 LABORATÓRIO DE INFORMÁTICA - 1866
GPB - SALA 32 - GAB - 1871
GABINETE 1 DA DPF/PGZ/PR
DELECOR - SALA 295 - CHEFIA - 184501
DELECIBER - SALA 286 - 121706
DELEMIG - SALA 27 CHEFIA - 1847
SETEC - COPA CP11/130 - 1º ANDAR - 1866
SETEC - SALA 148 - 1866
DMA - SALA 211 - 121703
DELECOR - SALA 209B - 184501
PNG/NO - SALA 015 - NO - 1º ANDAR - 187405
PNG - SALA 001 - INFORMÁTICA - TÉRREO - 1874
SIP - OUTRAS SALAS - 4º ANDAR - 1867
NTI - ST32 - SALA TÉCNICA 3º ANDAR - 1869
SELOG - SALA 304 - PREFEITURA - 1862
DELEPAT - SALA 277 - 1218
DRPJ - CORREDOR 2º ANDAR - 1217
NUDIS - SALA 176 - 1860
DELEARM - SALA 60 - PRODUTOS QUIMICOS - 184601
DELEPAT - 93
SALA DE REUNIÃO E VIDEOCONFERÊNCIA DA DPF/PGZ/PR
DELECOR-51
DELECOR - SALA 290 - 184501
DELEFAZ - CORREDOR 2º ANDAR - 121702
DELEFAZ - SALA 262 - 121702
DELEFAZ - SALA 258 - 121702
DMA - SALA 235 - 121703
NUPROC-DRPJ - DEPÓSITO DE MATERIAIS SUBSOLO - 121705
MOBILIÁRIO UTILIZADOS NA DEPOSITO DE BAIXA PATRIMONIAL DA DPF/PGZ/PR
LDA/NUTEC - SALA 115 - NUTEC - 187201
SR - COMISSÃO LEILÃO - APENAS VIATURAS - PORTARIA 1950/2024 (TEMPORÁRIO) - 1845
PNG/NAD - SALA 009 - NAD - 1º ANDAR - 187403
DRPJ - COPA CP22 - COPA 2º ANDAR - 1217
PNG/NEPOM - EMBARCAÇÕES/HANGAR - 187401
(INATIVAR) SELOG - 303
SELOG - DEPOSITO SUBSOLO - MANUTENÇÃO PREFEITURA - 1862
PLANTÃO E RECEPÇÃO
(INATIVAR) BENS NÃO LOCALIZADOS - DELEARM/DREX/SR/PR
SETEC - CEDIDOSTEMP - 1866
GPB/NAD - ALMOXARIFADO NAD - 187111
SIP - 4° ANDAR
LDA/NAD - DEPÓSITO 122B - BENS A DISTRIBUIR - 187214
GPB/NUPROC - SALA DEPÓSITO INTERNO - 187105
SETEC - SALA 07 - 1866
SETEC - SALA 09 - 1866
SETEC - SALA 147 - 1866
DELECOR - SALA 288 - 184501
SETEC - SALA 05 - 1866
SETEC - SALA 113 - 1866
DELECIBER - SALA 284 - 121706
DELINST - SALA 238 - NO - 121704
(INATIVAR) SL 266-DELEFAZ
DELEFAZ - SALA 39 - 121702
SETEC - SALA 160 - 1866
(INATIVAR) DELEFAZ - 63
DELECOR-53
SETEC - SALA 134 - 1866
PASSAPORTE - SHOPPING PÁTIO BATEL - 1847
DELEARM - CORREDOR TÉRREO - 184601
SL 238 - DRCOR
(INATIVAR) GABINETE - 163
(INATIVAR) SL 211 - DRE
DELECOR  - SALA 297 - 184501
SETEC - CORREDORES 1º ANDAR - 1866
SELOG - SALA 303 - GESCON - 1862
SELOG - SALA 302 - SECRETARIA - 1862
SR - BENS FIXOS - 1845
BENS NÃO LOCALIZADOS - NO/SR/PR
(INATIVAR) DRE - 143
(INATIVAR) LONDRINA - 4001
NTI - ST22 - SALA TÉCNICA 2º ANDAR - 1869
MGA - PASSAPORTE - SHOPPING CATUAI - 184503
GPB/NAD - AREA EXTERNA - 187111
GPB/NUPROC - SALA 03 - ARQUIVO - 187105
NTI - ST01 - SALA TÉCNICA TÉRREO - 1869
(INATIVO) SL 80
SL 06 - DISTRIBUIÇÃO GERAL
PNG - SALA 016 - SERVIDOR DE REDE - 1874
 SL 33 - NID - BENS NÃO LOCALIZADOS 
SL 60 A
BENS GERAIS (PATRIMÓNIO INSTALADOS NO PRÉDIO DA DPF/PGZ/PR)
DELEFAZ - SALA 38 - 121702
(INATIVAR) BENS NÃO LOCALIZADOS - T&D/GAB/SR/DPF/PR
BENS NÃO LOCALIZADOS - AUDITÓRIO
MGA - SALA 149 - ANÁLISE - 184503
(INATIVAR) INVENTÁRIO_2021 - ANUÊNCIA DAS CHEFIAS - REAPROVEITÁVEIS
(INATIVO) SL 301 - SCDP/SELOG/SR/DPF/PR
NTI - ST04 - SALA TÉCNICA TÉRREO - 1869
MGA - ÁREA EXTERNA - LAVANDERIA - GUARITA - 184503
NO/DREX - ACADEMIA - SUBSOLO - 1215
LDA/NO - SALA 213 - NO - 187209
NTI - RF VILA HAUER - 1869
BENS NÃO LOCALIZADOS - DPF/PNG/PR
 (184501.18 )SL 330 - CARNE FRACA - DELECOR/DRCOR/SR/PF/PR (184501) 
BENS NÃO LOCALIZADOS - PLANTÃO
PNG/NAD - SL 006 - COPA - 1º ANDAR - 187403
DREX - 153
SL 291-DELECOR
(INATIVAR) BENS A DISTRIBUIR-NAD/SELOG/SR/DPF/PR
(INATIVO) *** MIGRACAO (SR/DPF/PR) -> DPF/GUARAPUAVA/PR
BENS NÃO LOCALIZADOS - NUTRAN/SELOG/SR/PF/PR (INATIVO)
NUTRAN/DPF/PGZ/PR
MGA - SALA 113 - NO - 184503
LDA - SALA 108 - REFEITORIO - 1872
BENS A REGULARIZAR
LDA - SALA 134B - PLANTAO - 1872
LDA - SALA 220 - ARQUIVO MORTO - 1872
(INATIVO) LDA/NUPROC - SALA 206 - 187204
LDA/NUTEC - SALA 112A - DEPOSITO/NUTEC - 187201
LDA - AREA EXTERNA - GUARITA - DESCANSO - 1872
LDA - DEPÓSITO 122B - BENS A DISTRIBUIR - 1872
LDA - SALA 221 - UIP - 1872
LDA - SALA 238 - SALA DE REUNIÃO - 1872
LDA/NPA - SALA 100 - NUARM - 187215
(INATIVO) BENS NAO ENCONTRADOS
MGA - SALA 155 - ANÁLISE - 184503
LDA - SALA 124 - FLAGRANTES - 1872
LDA/NO - SALA 216 - NO/INVEST - 187209
MGA - CORREDORES TÉRREO - 184503
(INATIVO) SALA DE ARMAS/MGA
LDA - SALA 120 - UID - 1872
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> SALA TCNICA/MGA SL 141 -> SALA-113
(INATIVO) PLANTÃO/MGA
(INATIVO) ALMOX/DEPOSITO/MGA
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> CART/MGA SL 134 -> SALA-134
LDA/NUTEC - SALA 113 - NUTEC - 187201
LDA - SALA 201 - GABINETE - 1872
MGA - COPA - 184503
LDA/NPA - SALA 132 - UCV - 187215
MGA - SALA NUARM - 184503
LDA - SALA 203 - SERVIDOR - 1872
MGA - SALA 127 - 184503
MGA - SALA 117 - TRANSPORTE - 184503
AADM CRISTIANE
MGA - SALA 128 - 184503
(INATIVO) CART/MGA SL XI
(INATIVO) SALA TÉCNICA/MGA
(INATIVAR) EPF PASSOLONGO
LDA/NUPROC - SALA 207 - CARTORIO - 187204
LDA - SALA 126 -  AUDITÓRIO - 1872
LDA/NPA - SALA 130 - UPASS/NPA - 187215
MGA - RECEPÇÃO PLANTÃO - ENTRADA - 184503
MGA - SALA 139 - MIGRAÇÃO - 184503
LDA/NUPROC - SALA 202 - CARTORIO CENTRAL - 187204
LDA - SALA 109 - COPA - 1872
MGA - COPA - ANÁLISE - 184503
MGA - [EDITAR] - 184503
DPF ASSAF
MGA - SALA 140A - PRODUTOS QUIMICOS - 184503
SALA 123
(INATIVO) ALOJAMENTO (PLANTAO)
(INATIVAR) EPF CLAUS
MGA - SALA 101 - ARMAS - 184503
MGA - SALA 103 - GABINETE - 184503
(INATIVO) TECNICA
ALMOXARIFADO (LIMPEZA)
DPF CATTO
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> NIP/MGA SL 112/113 -> SALA-112
(INATIVO) SO/MGA
(INATIVO) EPF ARTUR
MGA - SALA 141 - SALA TECNICA - 184503
(INATIVO) CART/MGA SL VIII
(INATIVO) *** MIGRACAO (DPF/LDA/PR) -> CUSTÌDIA/MGA SL 120/121
(INATIVO) SA E PROT/MGA
(INATIVO) NID/MGA
PNG/NUPROC - GABINETE 01 - 187404
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> NUTRANS/MGA SL 117 -> SALA-117
(INATIVO) CART/MGA SL II
(INATIVO) CART/MGA SL V
(INATIVO) *** MIGRACAO (DPF/LDA/PR) -> CART/MGA SL 111
(INATIVO) NUTRANS/MGA
(INATIVO) PASSAPORTE/MGA
MGA - SALA 115 - ESTAGIÁRIOS - 184503
MGA - CONTAINER - 184503
MGA - SALA 112 - ESCRIVAO - 184503
MGA - SALA 145 - ANÁLISE - 184503
MGA - SALA 106 - INFORMÁTICA - 184503
MGA - SALA 148 - ANÁLISE - 184503
MGA - SALA 151 - ANÁLISE - 184503
MGA - SALA 111 - ESCRIVAO - 184503
MGA - SALA 134 - 184503
MGA - SALA 138 - MIGRAÇÃO - 184503
LDA/NPA - SALA 101 - SECRETARIA NUARM - 187215
LDA/NAD - DEPOSITO 122C - CUSTODIA - BENS RECOLHIDOS - 187214
LDA/NUPROC - SALA 209 - CARTORIO - 187204
LDA/NUPROC - SALA 205 - CARTORIO - 187204
LDA/NUTEC - SALA 111 - NUTEC - 187201
LDA - CORREDOR INFERIOR - 1872
SL 213
LDA/NUPROC - SALA 210 - CARTORIO - 187204
MGA - SALA 104 - 184503
MGA - SALA 133 - DELEGADO - 184503
MGA - SALA 110 - DELEGADO - 184503
MGA - SALA 136 - ESCRIVÃO - 184503
MGA - SALA 107 - DELEGADO - 184503
MGA - SALA 102 - SECRETARIA GABINETE - 184503
MGA - SALA 125 - CARTORIO CENTRAL - 184503
MGA - SALA 129 - 184503
LDA/NUTEC  - SALA 112 - NUTEC - SECRETARIA - 187201
MGA - SALA 109 - ESCRIVÃO - 184503
MGA - SALA 143 - ANÁLISE - 184503
MGA - SALA 153 - ANÁLISE - 184503
MGA - SALA 121 - ALMOXARIFADO - 184503
MGA - SALA 146 - ANÁLISE - 184503
MGA - SALA 131 - 184503
MGA - SALA 108 - 184503
MGA - DEPÓSITO ALMOXARIFADO NAD - 184503
MGA - CORREDOR - ANÁLISE - 184503
MGA - SALA 126 - 184503
LDA/NUPROC - SALA 208 - CARTORIO - 187204
LDA/NAD - SALA 122 - NAD - 187214
LDA/NAD - SALA 107 - UTRANS - 187214
LDA/NUTEC - SALA 105 - NUTEC - 187201
LDA - SALA 226 - DELEGADO - 187204
LDA - SALA 229 - DELEGADO - 1872
LDA/NUPROC - SALA 211 - CARTORIO - 187204
LDA - SALA 232 - DELEGADO - 1872
(INATIVAR) IMIGRAÇÃO A
LDA - SALA 230 - DELEGADO - 1872
LDA - SALA 134A - PROTOCOLO - 1872
LDA - SALA 235 - DELEGADO - 1872
LDA - SALA 222 - DELEGADO - 1872
LDA - SALA 200 - SEC/GAB - 1872
LDA - SALA 121 - UTI - 1872
LDA/NUTEC - SALA 106 - NUTEC - 187201
LDA/NUTEC - SALA 104 - NUTEC - 187201
LDA - SALA 103 - UTI - 1872
LDA/NUTEC - SALA 117 - 187201
LDA/NUPROC - SALA 227 - CARTORIO - 187204
LDA/NPA - SALA 102 - NUARM - 187215
SL 216
LDA/NUPROC - SALA 206 - CARTORIO - 187204
LDA/NUTEC - SALA 110 - NUTEC - 187201
LDA/NUTEC - SALA 114 - LABORATORIO DE DOCUMENTOCOSPIA - NUTEC - 187201
MGA - SALA 122 - DEPÓSITO APREENSÕES E DROGAS - 184503
LDA/NUPROC - SALA 210A - DEPOSITO DROGAS - 187204
LDA - SALA 133 - SAGUÃO DE ESPERA - 1872
(INATIVAR) TECNICA (INFORMATICA)
(INATIVO) CART/MGA SL VII
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> CART/MGA SL 132 -> SALA-132
(INATIVO) *** MIGRACAO (DPF/LDA/PR)-> NUTRANS/MGA SL 117 -> SALA-113
(INATIVO) CART/MGA SL XII
(INATIVO) CART/MGA SL X
LDA - SALA 202 - CARTÓRIO CENTRAL - 1872
(INATIVO) CART/MGA SL XIV
(INATIVAR) LDA - SALA 125 - DEPOSITO/NUPROC - 1872
(INATIVO) CART/MGA SL XV
