ESTANTE ACO ESTANTEACOINESTAN INESTAN 
"GAVETEIRO VOLANTE EM MAD, C/RODIZIOS E 03 GAVETAS, MARFIM GAVETEIROVOLANTEEMMAD C__RODIZIOSE03GAVETAS MARFIMOFFICEBRASIL OFFICEBRASIL "
"ARMARIO DE MAD, C/02 PORTAS FRONTAIS E 01 PRAT REG,MARFIM ARMARIODEMAD C__02PORTASFRONTAISE01PRATREG MARFIMOFFICEBRASIL OFFICEBRASIL ARMARIO BAIXO"
"ARMARIO DE MAD, C/02 PORTAS FRONTAIS E 04 PRAT,COR MARFIM ARMARIODEMAD C__02PORTASFRONTAISE04PRAT CORMARFIMOFFICEBRASIL OFFICEBRASIL ARMARIO ALTO"
"GAVETEIRO VOLANTE,COM 04 GAVETAS MEDIAS,COR MARFIM. GAVETEIROVOLANTE COM04GAVETASMEDIAS CORMARFIM_OFFICEBRASIL OFFICEBRASIL GAVETEIRO VOLANTE"
"GAVETEIRO VOLANTE,COM 04 GAVETAS MEDIAS,COR MARFIM. GAVETEIROVOLANTE COM04GAVETASMEDIAS CORMARFIM_OFFICEBRASIL OFFICE BRASIL GAVETEIRO VOLANTE"
"CAMA DE SOLTEIRO, COM CABICEIRA BAU, EM MADEIRA MDF, MARFIM CAMADESOLTEIRO COMCABICEIRABAU EMMADEIRAMDF MARFIMMDF MDF CAMA SOLTEIRO"
"GUARDA-ROUPA, COM 04 PORTAS E  MALEIRO, MADEIRA MDF, MARFIM GUARDA-ROUPA COM04PORTASEMALEIRO MADEIRAMDF MARFIMMDF MDF GUARDA-ROUPA"
"ARMARIO COM COMPATIMENTO ABERTO/FECHADO,MADEIRA MDF, MARFIM ARMARIOCOMCOMPATIMENTOABERTO__FECHADO MADEIRAMDF MARFIMMDF MDF ARMARIO TIPO ESTANTE"
"ESTACAO DE TRABALHO, EM MADEIRA NA COR MARFIM ESTACAODETRABALHO EMMADEIRANACORMARFIMMETALLINEA METALLINEA ESTACAO DE TRABALHO"
"ESTACAO DE TRABALHO, EM MADEIRA NA COR MARFIM, COM CONECTO ESTACAODETRABALHO EMMADEIRANACORMARFIM COMCONECTOMETALLINEA METALLINEA ESTACAO DE TRABALHO"
"MESA AUXILIAR, EM MADEIRA NA COR MARFIM MESAAUXILIAR EMMADEIRANACORMARFIMMETALLINEA METALLINEA MESA AUXILIAR"
MESA DE CENTRO MESADECENTROMETALLINEA METALLINEA MESA DE CENTRO
"MESA COMUM, EM MADEIRA NA COR MARFIM MESACOMUM EMMADEIRANACORMARFIMMETALLINEA METALLINEA MESA COMUM"
"MESA INTERLOCUTOR, EM MADEIRA NA COR MARFIM MESAINTERLOCUTOR EMMADEIRANACORMARFIMMETALLINEA METALLINEA MESA INTERLOCUTOR"
GAVETEIRO PEDESTAL COM 04 GAVETAS MEDIAS GAVETEIROPEDESTALCOM04GAVETASMEDIASMETALLINEA METALLINEA GAVETEIRO PEDESTAL
ARMARIO BAIXO COM 02 PORTAS DE ABERTURA FRONTAL. ARMARIOBAIXOCOM02PORTASDEABERTURAFRONTAL_METALLINEA METAL LINEA ARMARIO BAIXO
ESTANTE MODULAR C/02 MODULOS LATERAIS E PRATELEIRAS INTERNAS ESTANTEMODULARC__02MODULOSLATERAISEPRATELEIRASINTERNASMETALLINEA METAL LINEA ESTANTE MODULAR
"ESTACAO DE TRABALHO C/SUPERFICIE DE REUNIAO,COM PENISULA. ESTACAODETRABALHOC__SUPERFICIEDEREUNIAO COMPENISULA_METALLINEA METALLINEA MESA DE CHEFIA"
"MESA DE TRABALHO EM L COM PENINSULA DE REUNIAO, MAD MARFIM MESADETRABALHOEMLCOMPENINSULADEREUNIAO MADMARFIMMETALLINEA METALLINEA ESTACAO DE CHEFIA"
"MESA DE AUDIO, COM 16 CANAIS, ENTRADA BALANCEADA,3 VIAS MESADEAUDIO COM16CANAIS ENTRADABALANCEADA 3VIASBEHRINGER BEHRINGER UB1204FX-PRO"
"MESA DE REUNIAO P/ 04 LUGARES, REDONDA, EM MDF E GRANITO MESADEREUNIAOP__04LUGARES REDONDA EMMDFEGRANITOMETALLINEA METAL LINEA REUNIAO"
"SOFA DE 01 LUGAR, ESTRUTURA EM MADEIRA, REVEST. TECIDO AZUL SOFADE01LUGAR ESTRUTURAEMMADEIRA REVEST_TECIDOAZULRD RD 01 LUGAR"
"ARQUIVO DE ACO,COM 04 GAVETAS,APROX.800X540X1400,COR MARFIM ARQUIVODEACO COM04GAVETAS APROX_800X540X1400 CORMARFIMBURITI BURITI PASTA SUSPENSA"
"ESTACAO DE TRABALHO

 ESTACAODETRABALHO METAL LINEA "
"ESTANTE DE ACO P/BIBLIOTECA C/06 PRATELEIRAS,COR MARFIM ESTANTEDEACOP__BIBLIOTECAC__06PRATELEIRAS CORMARFIMNOBRE NOBRE "
"GAVETEIRO C/ 4 GAVETAS, MADEIRA, 0,45X0,50X0,60, MARFIM GAVETEIROC__4GAVETAS MADEIRA 0 45X0 50X0 60 MARFIMITALIAOFFICE ITALIA OFFICE GAVETEIRO VOLANTE"
"ARMARIO BAIXO, MADEIRA, 0,80X0,45X0,75, MARFIM, PRATELEIRA ARMARIOBAIXO MADEIRA 0 80X0 45X0 75 MARFIM PRATELEIRAITALIAOFFICE ITALIA OFFICE ARMARIO BAIXO"
"ARMARIO ALTO C/ PORTAS E PRATELEIRAS, 0,80X0,45X1,60, MARFIM ARMARIOALTOC__PORTASEPRATELEIRAS 0 80X0 45X1 60 MARFIMITALIAOFFICE ITALIA OFFICE ARMARIO ALTO"
GAVETEIRO C/ 4 GAVETAS  GAVETEIROC__4GAVETAS ITALIA OFFICE 
"QUADRO DE AVISO EM CORTICA,1,20 X 0,70 CM S/MOLDURA QUADRODEAVISOEMCORTICA 1 20X0 70CMS__MOLDURA SEM MARCA REQUADRO EM MADEIRA"
QUADRO DE AVISO EM CORTICA QUADRODEAVISOEMCORTICA SEM MARCA 
APARELHO DE SOM MICRO SYSTEM APARELHODESOMMICROSYSTEMSONY SONY CFD-S400
REFRIGERADOR CAPACIDADE240L 110__220V COMCONGELADOR CORBRANCACONSUL CONSUL CRA30E88NA
"ARMARIO C/2 PORTAS,ABERT. FRONTAL,4 GAV.P/PASTA SUSP.,MARFIM ARMARIOC__2PORTAS ABERT_FRONTAL 4GAV_P__PASTASUSP_ MARFIMBELLINEA BELLINEA "
"POLTRONA DE SALA DE ESPERA,02 LUGARES-ESTRUT/ACO/TUBULAR. POLTRONADESALADEESPERA 02LUGARES-ESTRUT__ACO__TUBULAR_FUTURA-FK103__2B-P2718 FUTURA-FK103/2B-P2718 REVEST.EM L COR AZUL."
"POLTRONA DE SALA DE ESPERA,03 LUGARES-ESTRUT/ACO/TUBULAR. POLTRONADESALADEESPERA 03LUGARES-ESTRUT__ACO__TUBULAR_FUTURA-FK103__3B-P2718 FUTURA-FK103/3B-P2718 REVEST.EM L COR AZUL."
"ARMARIO C/2 PORTAS,ABERTURA FRONTAL,800X450,720MM,MARFIM ARMARIOC__2PORTAS ABERTURAFRONTAL 800X450 720MM MARFIMMARTINUCCI MARTINUCCI BASE EM ACO TUBULAR"
ARMARIO BAIXO C/ 02 PORTAS DE ABERTURA FRONTAL ARMARIOBAIXOC__02PORTASDEABERTURAFRONTALMODLINE MODLINE ARMARIO BAIXO
"POLTRONA DE DIALOGO C/ ESPALDAR MEDIO, BRACOS POLTRONADEDIALOGOC__ESPALDARMEDIO BRACOSTECNO2000 TECNO2000 POLTRONA FIXO"
"POLTRONA DE DIALOGO C/ ESPALDAR MEDIO, BRACOS POLTRONADEDIALOGOC__ESPALDARMEDIO BRACOSTECNO2000 TECNO2000 POLTRONA FIXA"
GAVETEIRO MOVEL C/4 GAVETAS PADRA GV2 GAVETEIROMOVELC__4GAVETASPADRAGV2OFFICEBRASIL OFFICE BRASIL 
GAVETEIRO  GAVETEIRO OFFICE BRASIL 
PORTA FONE MOVEL P/REUNIAO PF1 PORTAFONEMOVELP__REUNIAOPF1OFFICEBRASIL OFFICE BRASIL 
ARMARIO BAIXO PADRAO L=60CM AB4 ARMARIOBAIXOPADRAOL=60CMAB4OFFICEBRASIL OFFICE BRASIL 
SOFA DE DOIS LUGARES SF5 SOFADEDOISLUGARESSF5OFFICEBRASIL OFFICE BRASIL 
POLTRONA REUNIOES CHEFES P4 POLTRONAREUNIOESCHEFESP4OFFICEBRASIL OFFICE BRASIL 
SOFA DE DOIS LUGARES SF1 SOFADEDOISLUGARESSF1OFFICEBRASIL OFFICE BRASIL 
CADEIRA PEQUENAS REUNIOES P6 CADEIRAPEQUENASREUNIOESP6OFFICEBRASIL OFFICE BRASIL 
ESTACAO COM 04 DPRHM ET14 ESTACAOCOM04DPRHMET14OFFICEBRASIL OFFICE BRASIL 
GAVETEIRO MOVEL 04 GAVETAS PADRAO GV2 GAVETEIROMOVEL04GAVETASPADRAOGV2OFFICEBRASIL OFFICE BRASIL 
GAVETEIRO   GAVETEIRO OFFICE BRASIL 
GAVETEIRO VOLANTE 04 GAVETAS PADRAO DPF GAVETEIROVOLANTE04GAVETASPADRAODPFOFFICEBRASIL OFFICE BRASIL 
CADEIRA PEQUENA REUNIAO P6 CADEIRAPEQUENAREUNIAOP6OFFICEBRASIL OFFICE BRASIL 
GAVETEIRO MOVEL PARA GABINETE GV1 GAVETEIROMOVELPARAGABINETEGV1OFFICEBRASIL OFFICEBRASIL 
GAVETEIRO MOVEL COM 04 GAVETAS PADRAO GV2 GAVETEIROMOVELCOM04GAVETASPADRAOGV2OFFICEBRASIL OFFICEBRASIL 
ARMARIO BAIXO PADRAO L=60 CM AB4 ARMARIOBAIXOPADRAOL=60CMAB4OFFICEBRASIL OFFICEBRASIL 
SOFA DE 02 LUGARES SF5 SOFADE02LUGARESSF5OFFICEBRASIL OFFICEBRASIL 
CADEIRA PEQUENAS REUNIOES P6 CADEIRAPEQUENASREUNIOESP6OFFICEBRASIL OFFICEBRASIL 
CADEIRA PEQUENA REUNIAO  CADEIRAPEQUENAREUNIAOP1OFFICEBRASIL OFFICE BRASIL 
"QUADRO DE AVISO EM CORTICA 1,30X0,79CM C/MOLDURA EM MADEIRA QUADRODEAVISOEMCORTICA1 30X0 79CMC__MOLDURAEMMADEIRA SEM MARCA "
"QUADRO DE AVISO EM CORTICA 2,69X0,98CM,MOLDURA EM MADEIRA QUADRODEAVISOEMCORTICA2 69X0 98CM MOLDURAEMMADEIRA SEM MARCA "
"NOTEBOOK 1 GB-DDR2 667MHZ - SDRAM, COM ACESSORIOS NOTEBOOK1GB-DDR2667MHZ-SDRAM COMACESSORIOSHPCOMPAC HP COMPAC NX6325"
DETECTOR DE METAIS MANUAL TIPO RAQUETE DETECTORDEMETAISMANUALTIPORAQUETEDETRONIX DETRONIX METTUSMN
"CAMA DE SOLTEIRO,TIPO BELECHE,EM METAL TUBULAR, COR CINZA CAMADESOLTEIRO TIPOBELECHE EMMETALTUBULAR CORCINZAMETALPIRES METALPIRES "
"LAVADORA DE ROUPAS,BRANCA,CAPACIDADE LAVAGEM 12 KG,110 V LAVADORADEROUPAS BRANCA CAPACIDADELAVAGEM12KG 110VELETROLUX ELETROLUX LS12Q127"
"MALETA ALTA RESISTENCIA PROPILENO,TRAVA ABS, 33,9X29,5X15,2C MALETAALTARESISTENCIAPROPILENO TRAVAABS 33 9X29 5X15 2CPELICAN PELICAN 1400 CASE"
"APARELHO FAC-SIMILE,TIPO PAPEL IMPRESSAO CARTA/OFICIO/A4 APARELHOFAC-SIMILE TIPOPAPELIMPRESSAOCARTA__OFICIO__A4OLIVETTI OLIVETTI INK-JET, FAX-LAB 100"
"BELICHE EM METAL TUBULAR,CINZA,COM ESTRADOS DE MADEIRA BELICHEEMMETALTUBULAR CINZA COMESTRADOSDEMADEIRAMETALPIRES METALPIRES "
SINALIZADOR VISUAL P/ VEICULOS SINALIZADORVISUALP__VEICULOSRONTAN RONTAN RT 19K_12V
"LEITOR DE CODIGO DE BARRAS, PISTOLA LEITORDECODIGODEBARRAS PISTOLAARGOX ARGOX AS8150"
"MONITOR DE 17 POL, TIPO CRT MONITORDE17POL TIPOCRTSANSUNG SANSUNG "
"CPU PENTIUM 4, 512MB DE RAM, GRAVADORA DE DVD, HD DE 80GB CPUPENTIUM4 512MBDERAM GRAVADORADEDVD HDDE80GBPOSITIVO POSITIVO "
"GAVETEIRO PEDESTAL C/4 GAVETAS MEDIAS,COR BILBAO/OVO GAVETEIROPEDESTALC__4GAVETASMEDIAS CORBILBAO__OVOITALIA ITALIA GAVETEIRO PEDESTAL"
"ARMARIO ALTO C/2 PORTAS,3 PRATELEIRAS INTERNAS ARMARIOALTOC__2PORTAS 3PRATELEIRASINTERNASTECNO2000 TECNO2000 L.800MM X P.450MM X H.1600MM"
"ARMARIO BAIXO C/PORTAS,2 PORTAS DE ABERTURA FRONTAL. ARMARIOBAIXOC__PORTAS 2PORTASDEABERTURAFRONTAL_ARTS ARTS "
GAVETEIRO VOLANTE COM GAVETAO GAVETEIROVOLANTECOMGAVETAOITALIAOFFICE ITALIA OFFICE 
GAVETEIRO VOLANTE COM GAVETAS GAVETEIROVOLANTECOMGAVETASITALIAOFFICE ITALIA OFFICE 
"CADEIRA C/RODIZIOS E BRACOS,ESPALDAR MEDIO,REVEST. COURO CADEIRAC__RODIZIOSEBRACOS ESPALDARMEDIO REVEST_COUROMIRANTI MIRANTI "
"CADEIRA DE DIALOGO, SEM RODIZIOS E C/BRACOS. CADEIRA INTERLO CADEIRADEDIALOGO SEMRODIZIOSEC__BRACOS_CADEIRAINTERLOTECNO2000 TECNO2000 "
"SOFA COM 3 LUGARES P/ RECEPCAO. COM BRACOS, REVEST. EM COURO SOFACOM3LUGARESP__RECEPCAO_COMBRACOS REVEST_EMCOUROMOBILLI MOBILLI "
"SOFA COM 2 LUGARES P/ RECEPCAO. COM BRACOS, REVEST. EM COURO SOFACOM2LUGARESP__RECEPCAO_COMBRACOS REVEST_EMCOUROMOBILLI MOBILLI "
"MESA DE REUNIAO, TAMPO CIRCULAR, PARA 4 PESSOAS MESADEREUNIAO TAMPOCIRCULAR PARA4PESSOASBELLINEA BELLINEA "
ARMARIO BAIXO C/2 PORTAS DE ABERTURA FRONTAL ARMARIOBAIXOC__2PORTASDEABERTURAFRONTALARTS ARTS 
"ARQUIVO PARA PASTA SUSPENSA, COM 04 GAVETAS ARQUIVOPARAPASTASUSPENSA COM04GAVETASSCHEFFER SCHEFFER "
"CADEIRA CHEFIA,ESPALDAR MEDIO,COM BRACOS CADEIRACHEFIA ESPALDARMEDIO COMBRACOSTOK TOK ESTRUTURA GIRATORIA"
CPU 2.33GB CORE2 2GB RAM HD 160GB DVD RW CPU2_33GBCORE22GBRAMHD160GBDVDRWLENOVO LENOVO LENOVO
"MONITOR LCD 17"" PCROMATICO MLTMIDIA 1280X1024 60HZ 0,264PP MONITORLCD17_PCROMATICOMLTMIDIA1280X102460HZ0 264PPAOC AOC 712SA"
"POLTRONA C/ROD E BRCS,ESPALDAR MED,EM COURO NAT,P/GAB COORD POLTRONAC__RODEBRCS ESPALDARMED EMCOURONAT P__GABCOORD SEM MARCA "
"POLTRONA C/ROD E BRCS,ESPALDAR MED,EM COURO NAT,P/GAB COORD POLTRONAC__RODEBRCS ESPALDARMED EMCOURONAT P__GABCOORDMIRANTI MIRANTI MIRANTI"
"POLTRONA C/ROD E BRCS,ESPALDAR MED,EM COURO NAT,P/GAB COORD POLTRONAC__RODEBRCS ESPALDARMED EMCOURONAT P__GABCOORDMIRANTI MIRANTI "
"GAVETEIRO PEDESTAL, COM 04 GAVETAS GAVETEIROPEDESTAL COM04GAVETASITALIA ITALIA "
"NOTEBOOK 80GB,14],DVDRW, C/MOUSE OPTICO E MALETA NOTEBOOK80GB 14] DVDRW C__MOUSEOPTICOEMALETALENOVO LENOVO TP R61"
BINOCULO LONGO ALCANCE PRETO C/ MALETA BINOCULOLONGOALCANCEPRETOC__MALETACELESTRON CELESTRON SKYMASTER 25X100 PN-1017
POLTRONA DE SALA DE ESPERA SEM LONGARINA (02) LUGARES POLTRONADESALADEESPERASEMLONGARINA_02_LUGARESITALIAOFFICE ITALIA OFFICE 
POLTRONA DE SALA DE ESPERA SEM LONGARINA (03) LUGARES POLTRONADESALADEESPERASEMLONGARINA_03_LUGARESITALIAOFFICE ITALIA OFFICE 
"CADEIRA DE DIALOGO, SEM RODIZIO E COM BRACOS CADEIRADEDIALOGO SEMRODIZIOECOMBRACOSTECNO2000 TECNO2000 "
ARMARIO ALTO COM 02 PORTAS E 3 PRATELEIRAS ARMARIOALTOCOM02PORTASE3PRATELEIRASTECNO2000 TECNO2000 
"CONDICIONADOR DE AR, SPLIT, 18000BTUØS,CONTROLE REMOTO CONDICIONADORDEAR SPLIT 18000BTUS CONTROLEREMOTOMIDEA MIDEA MSE-18CE"
"MICROCOMPUTADOR DELL, INTEL PENTIUM 4,512MB,250GB HD,WIN XP. MICROCOMPUTADORDELL INTELPENTIUM4 512MB 250GBHD WINXP_DELL DELL PRECISION 370"
MONITOR DE VIDEO LCD FLAT PANEL 17] MONITORDEVIDEOLCDFLATPANEL17]DELL DELL 
REFRIGERADOR GELADEIRACORBRANCA 127VOLTSBRASTEMP BRASTEMP BRM35ABANA
MONITOR LCD 19 POLEGADAS MONITORLCD19POLEGADASAOC AOC 912VWA
"ARMARIO ALTO C/ PORTAS E PRATELEIRAS, EM MADEIRA, MARFIM ARMARIOALTOC__PORTASEPRATELEIRAS EMMADEIRA MARFIMGRIF GRIF "
"ARMARIO ALTO SEMIABERTO C/ PRATELEIRAS, EM MADEIRA, MARFIM ARMARIOALTOSEMIABERTOC__PRATELEIRAS EMMADEIRA MARFIMGRIF GRIF "
"ESTACAO DE TRABALHO EM MADEIRA, MARFIM, 1,40X0,70 ESTACAODETRABALHOEMMADEIRA MARFIM 1 40X0 70GRIF GRIF "
"GAVETEIRO PEDESTAL C/ 04 GAVETAS, EM MADEIRA, MARFIM GAVETEIROPEDESTALC__04GAVETAS EMMADEIRA MARFIMGRIF GRIF "
"GAVETEIRO VOLANTE C/ 03 GAVETAS, EM MADEIRA, MARFIM GAVETEIROVOLANTEC__03GAVETAS EMMADEIRA MARFIMGRIF GRIF "
GAVETEIRO   GAVETEIRO GRIF 
"MESA DE REUNIAO REDONDA P/ 04 LUGARES, EM MADEIRA, MARFIM MESADEREUNIAOREDONDAP__04LUGARES EMMADEIRA MARFIMGRIF GRIF "
"MESA DE REUNIAO SEMIOVAL P/ 10 LUGARES, EM MADEIRA, MARFIM MESADEREUNIAOSEMIOVALP__10LUGARES EMMADEIRA MARFIMGRIF GRIF "
"CADEIRA INTERLOCUTOR  P/CHEFIA, REVEST. VINIL PRETO CADEIRAINTERLOCUTORP__CHEFIA REVEST_VINILPRETOFLEXFORM FLEXFORM "
"CADEIRA INTERLOCUTOR P/CHEFIA, REVEST. VINIL PRETO CADEIRAINTERLOCUTORP__CHEFIA REVEST_VINILPRETOFLEXFORM FLEXFORM "
"CADEIRA DE ESTACAO DE TRABALHO, REVEST.VINIL PRETO CADEIRADEESTACAODETRABALHO REVEST_VINILPRETOFLEXFORM FLEXFORM "
"CARRO DE TRANSP. EM ACO,RODAS DE BORRACHA,CAP.200KG CARRODETRANSP_EMACO RODASDEBORRACHA CAP_200KGCARRINHOBRASIL CARRINHO BRASIL "
REFRIGERADOR REFRIGERADORFROSTFREE 370LITROSELECTROLUX ELECTROLUX DF38A
MAQ. EXTRATORA DE SUCO MAQ_EXTRATORADESUCOMETVISA METVISA 
"ESTANTE DE ACO, 06 PRATELEIRAS, COR CINZA ESTANTEDEACO 06PRATELEIRAS CORCINZAIDEAL IDEAL "
MESA PARA RESTAURANTE MESAPARARESTAURANTEFLEXIBASE FLEXIBASE 
SOFA DE 03(TRES) LUGARES SOFADE03_TRES_LUGARESFLEXIBASE FLEXIBASE 
MAQUINA DE LAVAR ROUPAS P/12KG MAQUINADELAVARROUPASP__12KGELECTROLUX ELECTROLUX 
"PURIFICADOR DE AGUA,MECANICO,220V,BRANCO PURIFICADORDEAGUA MECANICO 220V BRANCOSOFTPLUS SOFT PLUS BY EVEREST"
"ARMARIO BAIXO EM MADEIRA,MARFIM,MED.0,80X0,45X0,75 ARMARIOBAIXOEMMADEIRA MARFIM MED_0 80X0 45X0 75ITALIAOFFICE ITALIA OFFICE "
MICROCOMPUTADOR PESSOAL NOTEBOOK MICROCOMPUTADORPESSOALNOTEBOOKLENOVO LENOVO THINPAD T400
PROJETOR DE IMAGEM PROJETORDEIMAGEMNECK NECK VT470
"CADEIRA P/SALA DE ESPERA,02 LUG,SOB LONGARINA CADEIRAP__SALADEESPERA 02LUG SOBLONGARINAFLEXIBASE FLEXIBASE "
"FRAGMENTADORA DE PAPEL, COMIX, 110VOLTS FRAGMENTADORADEPAPEL COMIX 110VOLTSCOMIX COMIX S620"
ESPECTROMETRO DE MASSA - DETECTOR PORTATIL DE TRACOS E SUBST ESPECTROMETRODEMASSA-DETECTORPORTATILDETRACOSESUBSTGE GE 
NO-BREAK APC SMART-UPS RT 3000VA 120V NO-BREAKAPCSMART-UPSRT3000VA120VAPC APC SMART UPS RT 3000VA
"NOTEBOOK HP, 2GB RAM,320GB HD, LCD 13,3],WEBCAM INT.2MP NOTEBOOKHP 2GBRAM 320GBHD LCD13 3] WEBCAMINT_2MPHP HP 4320S"
SUBMETRALHADORA HK MP5 9MM SUBMETRALHADORA9MM C__CARREGADOREBANDOLEIRA MP-5A3HK HK MP5
FACA JUNGLE KING 11 SURVIVAL FACAJUNGLEKING11SURVIVALAITOR AITOR JUNGLE KING II
SUBMETRALHADORA HK MP5 9MM SUBMETRALHADORA MP5KA4 VERSAOCURTA 02CARREGADOR BANDOLEIRAHK HK MP5 A4
YAMAHA XT 600 Z TENERE M0D_01 GASOLINA PRETO XT 600EYAMAHA YAMAHA MOTOCICLETA
"FUZIL DE ASSALTO BUSHMASTER AR15/XM-15 5,56MM CARABINASEMI-AUTOMATICA 02CARREG KITLIMP CORONTELESCOPICABUSHMASTER BUSHMASTER XM-15"
"RADIO MOVEL DE COMUNICACAO PARA VEICULOS,EM VHF/FM,C/ ACESS. RADIOMOVELDECOMUNICACAOPARAVEICULOS EMVHF__FM C__ACESS_MOTOROLA MOTOROLA PRO 5100"
"VIDEO RECEPTOR,COM MINI GRAVADOR,ACONDICIONADO EM MALA VIDEORECEPTOR COMMINIGRAVADOR ACONDICIONADOEMMALATOTEVISION__SONY__AID TOTE VISION/SONY/AID MICROONDAS"
