DESFAZIMENTO
COMLURB
DRE CANIL
SALA A 445 COPA & ÁREA EXTERNA
DPF/MCE ACADEMIA
NPA/DPF/MCE
DESFAZIMENTO EQUIPAMENTOS RADIOS
NO/DPF/VRA SALA ARMA & COLETE
COLETES INSERVÍVEIS
SGP SALA C-407
SGP SALA CONVIVENCIA
DREX SALA GAT
NO/DPF/NIG SALA ARMA & COLETE
NO/DPF/GOY
SIP SALA B-302
DREX SALA A-361 CHEFIA
SALA 04 GISE DRE
SIP SALA B-309
SIP SALA B-314
DRE SALA A-457 - CHEFIA
DEAIN NUCLEO DE ANALISE
NO/DRE SALA A-458
DRE SALA A-454
SGP SALA A-207
NUARM SALA C-375
INTERPOL/DREX/SR/PF/RJ
DELESP SALA C-308
DEAIN NÚCLEO DE OPERAÇÃO
DELEMIG SALA NFTI
PORTO PRAÇA MAUÁ
STI SALA A-407 - ALMOXARIFADO
NO/DPF/ARS SALA
DELESP SALA C-302
NAD/SELOG
STI SALA A-201 RÁDIO
SELOG SALA A-311
DELEPAT SALA FICCO LAPA
2.1
DELEPREV SALA C-236
NCI SALA A-425 - CHEFIA
DELDIA/SO
NO/MCE  ARMA & COLETE
NO/NRI SALA ARMA & COLETE
NO/DPF/ARS SALA ARMA & COLETE
DELEPREV SALA C-250
NUPROC/DPF/ARS
BENS NAO LOCALIZADOS
DELINST ARMA & COLETE PENDENTES NA COR
NUVIS/DELESP SALA C-304
POSTO CABO FRIO - EMBARQUE/DESEMBARQUE
NO/DPF/GOY  ARMAS & COLETES
NUPAG SALA  A-206
DELDIA
SETEC SALA D-238
SINARM
CUSTODIA
SETEC SALA D-248
DREX SALA A-367 COPA
NID SALA D-204
SCS SALA A-214
DELEFAZ SALA B-269
COZINHA(NÃO MOVIMENTAR BENS)
3.2
NUPROC/DELEPREV SALA C-230
DELEAQ ARMAS & COLETES
NUCART/DRE SALA A-458
DELESP CORREDOR
NO/DPF/MCE
NUPROC/DPF/MCE
DRPJ DEPÓSITO ÚNICO-DEP
DELECIBER RECEPÇÃO CORREDOR
NO/DELINST SALA D-313
JMP-JUNTA MEDICA PERICIAL
DPF/GOY SALAS DE TRABALHO & CORREDOR
DPF/NIG SALA GABINETE CHEFIA
DELEPREV SALA C-225
DMA SALA C-215
NUTRAN/NIG(NÃO MOVIMENTAR BENS)
DEAIN DESEMBARQUE
CHEFIA 01 CICOR
SETEC SALA BENS RECOLHIDO
SGP SALA A-225
NAD/DPF/MCE
DRE SALA A-439 NUCLEO OPERAÇÃO
NID SALA D-202
NPA/DPF/NRI
SERPRO/PAULO
DEAIN FISCAL CONTRATO
SAD SALA A-318 SEC-GAB
DPF/MCE CHEFIA
NID SALA D-205
NAD/DPF/VRA
DEAIN ALOJAMENTO
DEAIN SALA SEPRO MANUTENÇÃO
DEAER SDU
SGP SALA A-204
NUPROC/DELINST SALA D-316
SALA 402
NO/DPF/NRI
NO/DPF/NIG
SELOG SALA A-312 COPA
COR SALA C-325
DPF/NIG  SALA POSTO PETROPOLIS
DELECOR SALA B-220
DPF/MCE AUDITÓRIO
DELEFAZ SALA  B-266
GARAGEM - PÁTIO(NÃO MOVIMENTAR BENS)
NUCOR SALA C-322   CHEFIA
STI SALA TÉCNICA
NUCAL SALA  A-205
NUPROC/DELEPREV SALA C-229
NUCOR SALA C-339
DELEFAZ SALA B-337 UADIP
NID SALA D-210
SALA A367 - COPA
DELEPREV SALA C-228 SECRET
NUPROC/DELINST SALA D-306
SALA 16 - ALOJAMENTO ( NÃO MOVIMENTAR BENS)
NUDIS SALA C-335
DELEFAZ SALA B-251
NO/DELEMIG
SALA PAIAL
DRE SALA ARMAMENTO
NO/DMA SALA  C-211
NUPROC/DELEPAT SALA  A-266
GAB SALA  ACADEMIA  GRCT
NUFIS/DELESP SALA C-305
SALA LIMPEZA(NÃO MOVIMENTAR BENS)
SGP SALA  A-221
SGP SALA A-218 CHEFIA
NUDIS SALA C-349
NO/DELEPAT SALA  A-254
SALA 1-SECRETARIA
GTED - GRUPO TÉCNICO DE ENGENHARIA
CAPELA
NUDIS SALA C-323
DELEPAT SALA A-270
NUDIS SALA C-333  CHEFIA
NUDIS SALA C-331
NUDIS SALA C-336
PRONASCI
COR SALA C-324
NO/DELEPREV SALA C-249
NUPAG SALA  A-224
DELEFAZ SALA B-248
SALA 06 - DELEGADO
DELECIBER SALA  C-205
NUDIS SALA C-352
DELEPAT SALA  A-268
NAD/SGP SALA A-222
NUPAG SALA A-223 CHEFIA
DEPÓSITO MESANINO
SALA 19 - DELEGADO
NUPROC/DELEFAZ  SALA  B-261
DELEAQ SALA C-371
VESTUÁRIO FUNDUS(NAO MOVIMENTAR BENS)
SETEC SALA D-242
NUDIS ARQUIVO
NUPROC/DELINST SALA D-317
SETEC SALA D-263
3.4
COR SALA C-330- SECRETARIA
DELECIBER SALA C-207
SGP SALA A-208
SELOG SALA A-302 UPLAN
SETEC SALA D-231
COR SALA C-327  COPA
DELINST COPA
SALA DE AULA CURSO 
NUPROC/DELECOR SALA B-228
NRE/DELEMIG
NUPROC/DMA SALA  C-214
SALA DE APOIO
NO/DELEFAZ SALA  B-274
ATENDIMENTO
DELESP ARQUIVO MORTO
DELEFAZ SALA B-241 ARQUIVO
DPF/VRA SALA UIP
SETEC SALA D-234
DEPÓSITO -TÉRREO ( NÃO MOVIMENTAR BENS)
SETEC SALA D-250
SALA 17 - FORÇA TAREFA
NUMAT SALA  A-103
NID SALA D-207
DELEPREV SALA C-251
COR SALA C-353
DELEAQ SALA C-367
NID SALA D-206
NSD SALA  A-365
DRPJ SALA B-355
SETEC SALA - GBE
DELECOR SALA B-211
DELECOR SALA B-209 SECRETARIA
SELOG SALA A-301 CPL
SETEC SALA D-225
DELEAQ SALA C-362
DELEFAZ SALA  B-250
SECRETARIA
CORREDOR E FUNDOS(NÃO MOVIMENTAR BENS)
COR SALA C-337
NUMAT DEPOSITO DE UNIDADE SRRJ
DPF/ARS SALAS DE TRABALHO & CORREDOR
COR SALA C 332
NUDIS SALA C-332
NUCOR SALA C-338
DELINST SALA D-308
PASSAPORTE
DELEPREV SALA C-239
NUPROC/DPF/VRA
DELINST SALA D-310
SALA 209(NÃO MOVIMENTAR BENS)
SALA 9
NUPROC/DELINST SALA D-305
NAD COPA
NPA/DPF/ARS
NUDIS SALA C-348
COR SALA C-351
COR SALA C-345- GAB. CHEFIA
DELINST SALA D-304
DELINST SALA D-307
DELECOR SALA B-214
DELINST SALA D-314
DELEAQ RECEPÇÃO & CORREDOR E COPA
ARQUIVO DE CARTEIRA
PLANTÃO - PRAÇA XV
DELEPAT SALA NRCP
SETEC SALA D-244
STI SALA A-406 - RECEPÇÃO
NUCPQ SALA C-363
GEPOM-SEPETIBA
NID SALA D-203
SALA UCHOA
DRE SALA A-460
NUCAD/DELEMIG
DELEFAZ SALA CORREDOR
DELEPAT SALA A-252
CORREDOR
SGP SALA CORREDOR
SETEC SALA D-240
PERITO 1
NPA/DPF/GOY
DELEFAZ SALA  B-271
DELEFAZ SALA  B-270
DPF/GOY SALA UIP
CARTÓRIO  -DPF CASSIANO
NO/DELEFAZ SALA B-275
SETEC SALA D-247
DELECOR SALA B-229
DELEFAZ SALA  B-268
COR SALA C-321
COR SALA C-340
SETEC SALA D-233
APOIO - PRAÇA XV
SETEC SALA D-230
1.11
NUMAT SALA A-105 COPA
SALA 08
DEAIN SALA ARMAS & COLETES
DELECIBER SALA  C-202
CRGE/RJ
SHOPPING VIA PARQUE
NUPAS/DELEMIG VIA PARQUE SHOPPING
COR SALA C-328
NO/DELEFAZ SALA B-258
DELECOR SALA B-218 ARQUIVO
DELESP SALA C-311
SETEC SALA D-226
4.2
STI SALA A-402
NEPOM SALA EMBARCAÇÕES
SETEC SALA D-256
DELEMIG SALA SDU
NAD/DPF/NRI
PLANTÃO.
SALA 12F - (2º ANDAR)
SO SALA A-357
ALOJAMENTO(TÉRREO)
DPF/NRI/ SALA AUDITÓRIO
DPF/NRI SALA GABINETE CHEFE
COPA - NUMIG
SALA ADMINISTRATIVA - NUMIG(NAO MOVIMENTAR BENS)
RECEPÇÃO CABINES - NUMIG(NAO MOVIMENTAR BENS)
SALA DE VIDEOCONFERÊNCIA
DELEPAT SALA A-258
NUFIS/DELESP SALA C-309
NUCPQ SALA C-361
SELOG SALA A-301
DELEPREV SALA C-240
DELEFAZ SALA B-255
DELEFAZ SALA B-264 CHEFIA
PROTOCOLO ( NÃO MOVIMENTAR BENS)
NU
DEAIN EMBARQUE
DELEPREV SALA C-237
SALA 34 DPF SUBSTITUTO DRE
NID SALA D-209
DELEFAZ SALA B-265
SALA 410 CHEFE DO NUCART
COMISSÃO DE VISTORIA(NÃO MOVIMENTAR BENS)
SALA 409 NAD
SALA 102
SETEC SALA D-232
SETEC SALA D-243
SETEC SALA D-260 CHEFIA
NUPROC/DELEPAT SALA  A-264
DELECOR SALA B-215
SETEC SALA D-221
DELECOR SALA B-230
DELEPREV SALA C-221
GABINETE SUBSTITUTO
SETEC SALA D-246
ALOJAMENTO
SETEC SALA D-262
DELECOR SALA B-210
NCI SALA A-422
DPF/GOY GABINETE CHEFIA
NAD/DPF/GOY
NUPROC/DPF/GOY
NUMIG ( NÃO MOVIMENTAR BENS)
SALA 23 - DELEGADO ( NÃO MOVIMENTAR BENS)
DPF/MCE  UIP
SALA 09 ESCRIVÃO ( NÃO MOVIMENTAR BENS)
SINARM ( NÃO MOVIMENTAR BENS)
SETEC SALA D-227
DEAIN CARTORIO
NUPAS/DELEMIG SDU
CARTORIO DE PLANTÃO
ALMOXARIFADO
PROCESSAMENTO 
NUPROC/DELEMIG
DELEPREV SALA C-234
SETEC SALA D-236
DEPOSITO DELEMAPH
PLANTÃO(NÃO MOVIMENTAR BENS)
SALA OITIVAS
PASSAPORTE ( NÃO MOVIMENTAR BENS)
PASSAPORTE(NÃO MOVIMENTAR BENS)
SALA NUCART
DELEFAZ SALA B-273
DRPJ SALA A-352 CHEFIA
NUCART/DRE SALA A-433
SGP SALA C-411
DRE SALA A-456
GAB SALA GTED
DELEPREV SALA C-245
COR SALA C-347
SALA 405 DEPÓSITO II(NÃO MOVIMENTAR BENS)
SETEC SALA D-241
SALA DOS ESTAGIÁRIOS
DRPJ SALA B-347
SALA B358 - ALOJAMENTO CICOR
ALOJAMENTO FEMININO CICOR
DRPJ SALA COPA
DRPJ SALA B-349
DELEAQ SALA C-374
SIP SALA B-312
SGP SALA  A-220
DPF/VRA SALA GAB CHEFIA
NUCOR SALA C-323
NO
NCI SALA A-409
DELEPREV SALA C-242 CHEFIA
NUPAS/DELEMIG LEBLON SHOPPING
SUPERVISAO RECRUTAMENTO
NEOF SALA A-309 CHEFIA
NUARM
OPERAÇÕES EPISTOLAS
DELEAQ SALA C-373  CHEFIA
SALA 108
DELINST SALA D-315 CHEFIA
GISE/DRE/DRCOR/SR/PF/RJ
COR SALA C-346
NÚCLEO DE OPERAÇÕES(NÃO MOVIMENTAR BENS)
PROQUIM(NÃO MOVIMENTAR BENS)
ADMINISTRAÇÃO
PASSAPORTE PETRÓPOLIS(NÃO MOVIMENTAR BENS)
PRÉDIO 2 CORREDOR 2º ANDAR(NÃO MOVIMENTAR BENS)
NUPROC/DELEPAT SALA  A-257
DRE SALA A-437
DELEFAZ SALA B-243 SECRETARIA
SALA 41 - COPA/COZINHA ( NÃO MOVIMENTAR BENS)
DELEPAT SALA A-256
SALA DE AULA TECNICAS OPERACIONAIS
DELEPAT SALA A-259
//=
ALOJAMENTO(NÃO MOVIMENTAR BENS)
NUCART/DRE SALA A-431
PERITO 10
LABORATORIO DE ELETRÔNICA
NEPOM SALA B-359 CHEFIA
NO/DELEFAZ SALA B-276
SALA 313(NÃO MOVIMENTAR BENS)
NUPAS/DELEMIG  RIO SUL SHOPPING
DRPJ SALA B-356
SALA 312
NUPROC/DELEPAT SALA A-258
DELESP SALA C-310 - CHEFIA
NUPROC/DELEPAT SALA  A-267
NUPROC/DMA SALA C-218
NAD RECPÇÃO INTERNA
SALA 113
NUDIS SALA C-334
DMA SALA C-216 CHEFIA
NUPAS/DELEMIG
DPF/ARS SALA GABINETE CHEFIA
DELECOR SALA B-216
1.5
NUTRAN SALA VEICULOS
SIP SALA 350 GUARDIÃO
SALA 308
SALA 311
2.8
4.1
DELEPREV SALA C-238
NEPOM SALA B-341
COR CORREDOR
ALOJAMENTO 2º ANDAR
SCS SALA A-211 CHEFIA
SALA 309
SALA - DELEGADO 3
TERMINAL 1
DELECIBER SALA C-204
DELECOR SALA B-202
COR SALA C-329
SIP SALA B-308
SIP SALA B-307
COPA
SELOG SALA A-301 UCDP
DELESP SALA C-303
DELECOR SALA B-212 ÁREA DE CONVIVÊNCIA
SALA 16 DELECOR
SELOG SALA A-301 GESCON
NUCOR SALA C-350
DELEFAZ SALA DE REUNIÃO B-263
IDENTIFICAÇAO
DRE SALA A-434
DELECOR SALA B-206 DE REUNIAO
STI SALA DISTRIBUIÇÃO
NUPAS/DELEMIG SHOPPING LEBLON
GAB AEDI SALA D-007 OFICINA
DELECOR SALA B-219 ALOJAM.
NID SALA D-201
NUPAS/DELEMIG  GALEÃO
DELESP SALA C-312
ARQUIVO MORTO(NÃO MOVIMENTAR BENS)
STI SALA A-417 - CONVIVÊNCIA
NUPROC/DELEFAZ SALA B-262 CHEFIA
SETEC SALA D-245
NUMIG(NÃO MOVIMENTAR BENS)
SETEC SALA D-261
PLANTÃO
NAD/DPF/ARS
DELECOR SALA COPA
DELEFAZ SALA B-246
DRPJ  SALA B-352
DIGITACAO
DELECIBER SALA C-208
DRPJ SALA B-332  AUDITÓRIO
STI SALA DG A-052
ARQUIVO CARTÓRIO
SIP SALA B-304
SIP SALA B-316
DELEFAZ SALA  B-247
FORÇA TAREFA - CARTÓRIO
NUCLEO DE PASSAPORTE
DELEPAT SALA  A-263
SIP SALA B-315
DELECIBER SALA C-201
CORREDOR-2ºANDAR
DELEPAT SALA  A-265
SIP SALA B-313  CARTÓRIO
SU
SETEC SALA D-229
NCI SALA A-424
SALA 107
DELEAQ SALA C-365
DELINST SALA D-309 RECEPÇÃO
NO/DEAIN SALA ARMAS & COLETES
SETEC SALA D-235
DPF/ARS SALA NEPOM
SALA 5 COMISSÃO DE VISTORIA (NÃO MOVIMENTAR BENS)
ALOJAMENTO DO PLANTÃO
DEPOSITO
NUCRIM SALA D-259 CHEFIA
SETEC SALA D-223
NUCAL SALA  A-219
SETEC SALA D-249
SETEC SALA D-222
SETEC SALA D-252
GAB SALA A-354 UGE
ANÁLISE(NÃO MOVIMENTAR BENS)
ATENDIMENTO NUARM
PERITO 12
SIP SALA B-303 CHEFIA
SHOPPING RIO SUL
SALA 15 - DELEGADO(NÃO MOVIMENTAR BENS)
4.5
SIP SALA OITIVAS
SALA 22 - FORÇA TAREFA
STI SALA A-413 - CHEFIA
STI SALA A-401
STI SALA A-404
DRPJ SALA B-333
DELEFAZ SALA  B-252
DRE SALA A-435
CABINES DE ATENDIMENTO TERMINAL 2
NO/DELEFAZ SALA B-272 CHEFIA
DRE SALA A-438 NUCLEO DE OPERAÇÃO
DELECOR SALA B-226
CADEIA
SO SALA A-358
JUNTA MEDICA
NT&D - COPA
DRPJ SALA B-348
DRPJ SALA B-336
COR SALA C-334
SALA CV QUIMICOS
SALA 303(NÃO MOVIMENTAR BENS)
SALA 112
SALA 414(NÃO MOVIMENTAR BENS)
SALA 304(NÃO MOVIMENTAR BENS)
2.2
SALA B357 - SALA DE TRABALHO
SALA 6 CICOR
MEZANINO 1º ANDAR(NÃO MOVIMENTAR BENS)
SALA B353 - MISSÃO REDENTOR
SECRETARIA PETRÓPOLIS(NÃO MOVIMENTAR BENS)
SALA 105
SALA 410
SALA 412(NÃO MOVIMENTAR BENS)
AS
NCI SALA A-426
SPO STAND DE TIRO
SERVIDOR DE REDE
SALA 11 - STI/TELEFONIA ( NÃO MOVIMENTAR BENS)
GEII/RJ
SEC 1/GAB
ANÁLISE
SALA 36 - NUCART APOIO ( NÃO MOVIMENTAR BENS)
DELEAQ RECEPCAO
GAB SALA A-319
DELEPREV SALA C-244
DELEPREV SALA C-233
DELEGADO 6
SALA 208
SALA 111
DELECOR SALA B-231
DELEFAZ SALA B-267
NUCART/DRE SALA A-451
ADMINISTRAÇÃO SECRETARIA(NAO MOVIMENTAR BENS)
NUTRAN
1\
NEPOM SALA C-307
SALA 35 - NUTRAN ( NÃO MOVIMENTAR BENS)
DELECOR SALA B-227 CHEFIA
SALA 5 - NUTRAN(NÃO MOVIMENTAR BENS)
DELEPREV SALA C-243
NUPROC/DELEPREV SALA C-231
DELEPREV SALA C-248
SALA 24 - FORÇA TAREFA
DELEFAZ SALA RECEPÇÃO
SALA 19 - FORÇA TAREFA - GABINETE
SALA 21 - FORÇA TAREFA
3.1
SETEC SALA D-224
SALA 23 - FORÇA TAREFA
SALA A320 - GABINETE SUPERINTENDENTE
SALA DE REUNIAO
DELEFAZ SALA B-245
SALA 18
NRE ARQUIVO 3
NUCLEO DE IDENTIFICAÇÃO
DELEFAZ SALA  B-249
SETEC SALA D-251
NID SALA D-208  CHEFIA
DELEFAZ SALA  B-244
DELEPAT SALA A-269
SELOG SALA A-313 DEPÓSITO
2.4
DELEPAT SALA  A-262 CHEFIA
DRPJ SALA A-364
COORDENAÇÃO NUARM
SALA 15 DELECOR
SALA 206
DELECOR SALA B-208 RECEPÇAO
SALA  10 DELECOR
NUCART/DRE SALA A-432
DEPOSITO 2
DRPJ SALA A-363
DRE SALA A-455
DEPÓSITO I
DRE SALA B-333 - GAB MISSÃO REDENTOR
NO/PLANTÃO
SUPERVISÃO DE EMBARQUE TERMINAL 2
ALOJAMENTO AGENTES
RECEPÇÃO DEAIN 
SETEC SALA D-255
SAD SALA A-316
LAVANDERIA COPA
DEPÓSITO TERREO(NÃO MOVIMENTAR BENS)
PERITO 3
NÃO USAR.
PERITO 16
COPA-DEPOM(PASSAPORTE)
RECEPÇÃO CICOR
SALA 401(NÃO MOVIMENTAR BENS)
SALA 413(NÃO MOVIMENTAR BENS)
SALA 314
SALA 404
SALA 214
SALA 21 - DELEGADO
SALA 205
SALA 25 - ESCRIVÃO
SALA 307(NÃO MOVIMENTAR BENS)
SALA 301
SALA 22
SALA 4 - UIP (2ºANDAR)(NAO MOVIMENTAR BENS)
SALA 35
SALA 07 - ESTAGIÁRIOS(NÃO MOVIMENTAR BENS)
NUCART/DPF/VRA/PF(NÃO MOVIMENTAR BENS)
SALA DE ARMAS E COLETES(NÃO MOVIMENTAR BENS)
NEPOM SALA ARMAMENTO
STI SALA A-403
ARQUIVO
SHOPPING PASSAPORTE
NUPAS
SALA COORDENAÇÃO - NUMIG(NAO MOVIMENTAR BENS)
SUPERVISÃO DESEMBARQUE 
SALA DO FISCAL DE CONTRATO
SALA A323 - ASSESSORIA DO GABINETE
SDU - SECRETARIA
STI SALA A-416
ADMINISTRAÇÃO(NUAD)
DIGITAÇÃO
1.7
DREX SALA A-351 SECRETARIA
ARQUIVO NUCAD
MEZANINO SALA TERCEIRIZADO(NÃO MOVIMENTAR BENS)
DRE SALA A-459
DREX SALA A-370 DEPÓSITO
SALA DE ARMAS
GAB SALA DE REUNIÃO
ST
NUCART (TÉRREO)(NAO MOVIMENTAR BENS)
SALA - SINARM
NPA - SALA 1(NÃO MOVIMENTAR BENS)
\!
SDU-SALA DE EMBARQUE
GAB SALA A-321 UCI
STI SALA A-415
STI SALA A-421 - ALOJAMENTO
SALA 2/ 2º ANDAR - 028.PORTO DE ITAGUAÍ
VIATURAS
PERITO
PERITO 2
SALA 411
1.8
DRE SALA A-453
DPF/NRI/RJ SALA CHEFIA (NAO MOVIMENTAR BENS)
1405.1
DELEPAT SALA A-253
BENS ACAUTELADOS
SALA REUNIAO
CONEXÃO INTERNACIONAL 
XC
ASSESSORIA
DREX SALA RECEPÇÃO
SALA 104
OKS
NCI SALA A-412
GABINETE DELEGADO
ATENDIMENTO-DEPOM(PASSAPORTE)
PERITO 8
NEPOM - STU
H=
SECRETARIA NO(NÃO MOVIMENTAR BENS)
SALA 203
NEOF SALA A-301
PSICOLOGIA
STI SALA A-414
CCPI INTERPOL
CARTÓRIO
SO SALA A-355  CHEFIA
NUCART/DRE SALA A-450
PROQUIM/CVSP ( NÃO MOVIMENTAR BENS)
EMBARQUE CABINES
PLANTÃO..
SALA 34 - PNE
SALA 02 GISE DRE
SALA 12 - DELEGADO(NÃO MOVIMENTAR BENS)
3.3
SALA 07 GISE DRE
ALOJAMENTO 02 PETRÓPOLIS
SALA 3 - ESTAGIÁRIOS (2ºANDAR)(NAO MOVIMENTAR BENS)
NCI SALA A-410
NCI SALA A-408
NCI SALA A-411 - RECEPÇÃO
NUCART/DRE SALA A-449
NUCART/DRE SALA A-452
NO/DRE SALA A-439 CHEFIA
NSD SALA A-359
SGP SALA C-402
SETEC SALA D-253
BENS RECEBIDOS EM DOAÇÃO(NÃO MOVIMENTAR BENS)
RECEPÇÃO 4º ANDAR(NÃO MOVIMENTAR BENS)
SALA 6 - NAD(2º ANDAR)(NAO MOVIMENTAR BENS)
SECRETARIA GABINETE
SELOG SALA A-301 FISCON
2.5
2.7
SALA 110(NÃO MOVIMENTAR BENS)
CESPORTOS
SELOG SALA A-310 CHEFIA
SALA A325 - COPA GABINETE - SRRJ
GAB SALA RECEPÇÃO
SECRETARIA (NÃO MOVIMENTAR BENS)
POSTO CABO FRIO - SALA 15
SALA DE ESPERA
SALA 310(NÃO MOVIMENTAR BENS)
SALA 309(NÃO MOVIMENTAR BENS)
SAD SALA A-317
RECEPÇÃO -NUMIG(NAO MOVIMENTAR BENS)
CORREDOR 3º ANDAR(NÃO MOVIMENTAR BENS)
ATENDIENTO
NO ANEXO
COR SALA C-341
POSTO CABO FRIO - SALA CHEFIA
SO SALA A-366
NAD RECEPÇÃO EXTERNA
POSTO CABO FRIO - SALA 11 - CHEFIA
DEPOSITO 1
SECRETARIA DO GABINETE
2.6
POSTO CABO FRIO - SALA RECEPÇÃO
SALA DELEGADO 2
NUMIG-DEPOM(PASSAPORTE)
1.4
1.12
NUDIS SALA C-351
PORTO DE ITAGUAÍ
DRE SALA A-451
